ObjectId;Country;ISO2;ISO3;Indicator;Unit;Source;CTS_Code;CTS_Name;CTS_Full_Descriptor;Trade_Flow;Scale;F1994;F1995;F1996;F1997;F1998;F1999;F2000;F2001;F2002;F2003;F2004;F2005;F2006;F2007;F2008;F2009;F2010;F2011;F2012;F2013;F2014;F2015;F2016;F2017;F2018;F2019;F2020;F2021;F2022;F2023
491;Côte d'Ivoire;CI;CIV;Exports of low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;;0.226404469539799;0.230003860776878;0.228623780107094;0.259684664036144;0.55744932290618;0.155658275912644;0.0327147301000314;0.0318333537077549;0.0411906585558143;0.0640253005527927;0.04622435622216;0.0611730577480361;0.0436403529236984;0.0462891662984334;0.054337848014481;0.0456826593797444;0.0305520417432163;0.0610006178358335;0.1027056970878;0.0566982562797057;0.0864034011009815;0.104616017018143;0.106701449761529;0.0835184111568147;0.0514171355892706;0.0482427776546094;0.0440057597540737;0.0600427361980798;
492;Côte d'Ivoire;CI;CIV;Exports of low carbon technology products as share of total exports;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;;;;;0.96485458743593;2.26642021365291;0.645587116001714;0.138844702885615;0.109620712360936;0.15881417039308;0.222948263421104;0.150779654274876;0.185262985195378;0.1524446247694;0.157868514043399;0.1776492799654;0.153118683450804;0.0980014663173672;0.207964764228924;0.322891375656167;0.216496618268209;0.291596471397775;0.430085659719923;0.410754217500871;0.380948915929878;0.231205497164765;0.229163098495179;0.109505645934934;0.124539420849988;
493;Côte d'Ivoire;CI;CIV;Imports of low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLM;"Trade in Low Carbon Technology Products; Imports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports;Imports;Units;;52755085;41449661;82746711;70549574;70671295;39363222;47652021;34987058;46176933;62879506;66627041;71145856;123182397;117084801.502;174685260.464;151600038.18;127058976.366;169358599.272;263428968.834;311491047.325;330291954.424;299725233.523;262481571.495;353619521.793;313186515.739;343558467.54;314394594.979;499268033.607;
494;Côte d'Ivoire;CI;CIV;Imports of low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLM;"Trade in Low Carbon Technology Products; Imports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports;Imports;Units;;0.346954045327691;0.247022081174091;0.51067743605633;0.4046804338765;0.41293717651581;0.265057111452376;0.307733656835356;0.204035774650285;0.217758232841642;0.274295391628448;0.282011994487983;0.288884972805263;0.43747071611581;0.34824677131944;0.518454783115614;0.440301081020151;0.357616795667596;0.457354510066592;0.609390846517647;0.637225125257784;0.720925280252636;0.619167726693399;0.499847371744136;0.604245642734832;0.518666787466189;0.544302558498744;0.431665622247469;0.692983353067236;
495;Côte d'Ivoire;CI;CIV;Imports of low carbon technology products as share of total imports;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLM;"Trade in Low Carbon Technology Products; Imports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports;Imports;Units;;;;;2.15130104665052;2.31946283038431;1.5788535797313;1.86914604609499;1.35249877658441;1.29931273459863;1.3348235713992;1.136289568755;1.22350669132969;1.843127533004;1.48145325882294;2.49527600345208;1.92585926361254;1.89572291182412;1.6987284788699;2.07077178619575;2.81393790321128;3.12011069836731;3.3340657774076;2.60462266899082;3.10314560423689;2.87041920471515;3.1315876214861;2.2478348016198;2.76016006564128;
496;Côte d'Ivoire;CI;CIV;Total trade in low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTL;Trade in Low Carbon Technology Products;Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products;Not Applicable;Units;;87180356;80043709;119791359;115821450;166074828;62479792;52717840;40445686;54911658;77556673;77547825;86211401;135470587;132647782.394;192993551.645;167329031.827;137913922.769;191947157.959;307826839.317;339206525.78;369877677.106;350367505.042;318513003.883;402496565.375;344233719.712;374008838.39;346445266.382;542526531.378;
497;Côte d'Ivoire;CI;CIV;Total trade in low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTL;Trade in Low Carbon Technology Products;Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products;Not Applicable;Units;;0.57335851486749;0.477025941950969;0.739301216163423;0.664365097912644;0.97038649942199;0.42071538736502;0.340448386935387;0.23586912835804;0.258948891397457;0.338320692181241;0.328236350710143;0.350058030553299;0.481111069039508;0.394535937617874;0.572792631130095;0.485983740399895;0.388168837410813;0.518355127902425;0.712096543605447;0.69392338153749;0.807328681353617;0.723783743711542;0.606548821505665;0.687764053891647;0.570083923055459;0.592545336153353;0.475671382001543;0.753026089265316;
498;Côte d'Ivoire;CI;CIV;Trade balance in low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLB;"Trade in Low Carbon Technology Products; Trade Balance";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance;Not Applicable;Units;;-18329814;-2855613;-45702063;-25277698;24732238;-16246652;-42586202;-29528430;-37442208;-48202339;-55706257;-56080311;-110894207;-101521820.61;-156376969.283;-135871044.533;-116204029.963;-146770040.585;-219031098.351;-283775568.87;-290706231.742;-249082962.004;-206450139.107;-304742478.211;-282139311.766;-313108096.69;-282343923.576;-456009535.836;
499;Côte d'Ivoire;CI;CIV;Trade balance in low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLB;"Trade in Low Carbon Technology Products; Trade Balance";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance;Not Applicable;Units;;-0.120549575787891;-0.0170182203972136;-0.282053655949236;-0.144995769840355;0.14451214639037;-0.109398835539732;-0.275018926735325;-0.17220242094253;-0.176567574285828;-0.210270091075655;-0.235787638265823;-0.227711915057226;-0.393830363192111;-0.301957605021007;-0.464116935101133;-0.394618421640406;-0.32706475392438;-0.396353892230758;-0.506685149429848;-0.580526868978079;-0.634521879151655;-0.514551709675256;-0.393145921982606;-0.520727231578017;-0.467249651876918;-0.496059780844134;-0.387659862493396;-0.632940616869156;
500;Croatia, Rep. of;HR;HRV;Comparative advantage in low carbon technology products;Index;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLA;"Trade in Low Carbon Technology Products; Comparative Advantage";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage;Not Applicable;Units;;;;;0.680054560864659;0.818012730013746;0.772057318784687;1.05786180632612;1.20604034217476;1.4706040792176;1.59013784793213;1.43569952074649;1.16519791831499;1.25364589315464;1.51118635675498;1.71670176242728;1.53358892515867;1.35739763916841;1.39644452316469;1.86414097868161;1.48889173615037;1.36626970557966;1.35425162153906;1.36695514688923;1.28408947850876;1.2806051129743;1.16339843014441;1.14613653497952;1.22684012966964;1.35892674855123
501;Croatia, Rep. of;HR;HRV;Exports of low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;110197163;113256860;114952523;111469288;107203914;121534443;122719893;178801663;209669540;327246905;483438063;475071322;465703830;603425114;840099382;784445881;782532998;731743056;692379251;933617386;834579405;766727408;811646861;1001597307;1000025879;1038310298;1048008905;1288482146;1327489685;1466076801
502;Croatia, Rep. of;HR;HRV;Exports of low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;0.661327748698582;0.548457140071771;0.520219624023303;0.504524544661563;0.447364443279554;0.515297740874073;0.554348344529902;0.775287810012743;0.784135641109989;0.928374738492298;1.15555995313669;1.05454799956486;0.938894542436087;1.01714473961609;1.22620676919068;1.26480032085509;1.32928389699129;1.16660063399472;1.20643381852384;1.56926534788877;1.40600772053236;1.50746931578987;1.54608256215648;1.78723338163058;1.62583702706323;1.6889990268457;1.81573866560173;1.86389143518439;1.85255285271722;1.78693163488828
503;Croatia, Rep. of;HR;HRV;Exports of low carbon technology products as share of total exports;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;;;;;2.35275235639737;2.87582654806948;2.76882267624935;3.83276561860212;4.2711853786082;5.28789640616261;6.02323454967943;5.41873205030898;4.48763521006007;4.87893025969125;5.94886295281256;7.49471767981291;6.62983374477744;5.48612468602997;5.60096064265519;7.37052993045967;6.03226540678403;5.93227351233798;5.87654134318511;6.23358627664484;5.7478484151149;6.0437634022795;6.09572631065057;5.88976099803909;5.21285200571541;5.88008051905154
504;Croatia, Rep. of;HR;HRV;Imports of low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLM;"Trade in Low Carbon Technology Products; Imports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports;Imports;Units;131976602;195173225;236144576;256738051;225647084;250175180;192908197;265140526;349987808;554376479;624064719;629867600;639354915;830765856;1002423124;961233413;812000631;736929874;619448151;850774310;684367557;681757611;746532936;882612861;877961445;904204807;1096651946;1315275106;1378922389;1724250470
505;Croatia, Rep. of;HR;HRV;Imports of low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLM;"Trade in Low Carbon Technology Products; Imports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports;Imports;Units;0.792032995273651;0.945144945763853;1.06867634859882;1.16202992413545;0.94163056501197;1.06072568314453;0.871401832571661;1.14965495454126;1.30890693138717;1.57272417509313;1.49169925298559;1.39815978530214;1.28898841217;1.40035457702719;1.46313406077719;1.54984347375142;1.3793403803977;1.17486985516136;1.07935527690801;1.43001904589315;1.15294729663724;1.34040947103942;1.42204893517734;1.57491953823282;1.42738528631112;1.47085225104086;1.90001566929394;1.90264957306179;1.92432877956231;2.1016073027091
506;Croatia, Rep. of;HR;HRV;Imports of low carbon technology products as share of total imports;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLM;"Trade in Low Carbon Technology Products; Imports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports;Imports;Units;;;;;2.70987187773501;3.23872747585925;2.44695047565318;2.89862680887341;3.26194337694398;3.8986600577528;3.76089203916385;3.39508277063761;2.97399329338088;3.21311149026088;3.26345068950551;4.53286492845988;4.0522917319714;3.24621505901797;2.97378245129461;3.86532641771833;3.00037871379421;3.314223745357;3.40827531566539;3.55480239123212;3.11292703446484;3.21090550058418;4.08734497996571;3.80940578123439;3.0901582150603;3.98529518076774
507;Croatia, Rep. of;HR;HRV;Total trade in low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTL;Trade in Low Carbon Technology Products;Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products;Not Applicable;Units;242173765;308430085;351097099;368207339;332850998;371709623;315628090;443942189;559657348;881623384;1107502782;1104938922;1105058745;1434190970;1842522506;1745679294;1594533629;1468672930;1311827402;1784391696;1518946962;1448485019;1558179797;1884210168;1877987324;1942515105;2144660851;2603757252;2706412074;3190327271
508;Croatia, Rep. of;HR;HRV;Total trade in low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTL;Trade in Low Carbon Technology Products;Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products;Not Applicable;Units;1.45336074397223;1.49360208583562;1.58889597262213;1.66655446879701;1.38899500829152;1.5760234240186;1.42575017710156;1.924942764554;2.09304257249716;2.50109891358543;2.64725920612229;2.452707784867;2.22788295460609;2.41749931664328;2.68934082996788;2.81464379460652;2.70862427738899;2.34147048915608;2.28578909543184;2.99928439378193;2.5589550171696;2.84787878682929;2.96813149733381;3.3621529198634;3.05322231337435;3.15985127788656;3.71575433489567;3.76654100824619;3.77688163227953;3.88853893759738
509;Croatia, Rep. of;HR;HRV;Trade balance in low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLB;"Trade in Low Carbon Technology Products; Trade Balance";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance;Not Applicable;Units;-21779439;-81916365;-121192053;-145268763;-118443170;-128640737;-70188304;-86338863;-140318268;-227129574;-140626656;-154796278;-173651085;-227340742;-162323742;-176787532;-29467633;-5186818;72931100;82843076;150211848;84969797;65113925;118984446;122064434;134105491;-48643041;-26792960;-51432704;-258173669
510;Croatia, Rep. of;HR;HRV;Trade balance in low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLB;"Trade in Low Carbon Technology Products; Trade Balance";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance;Not Applicable;Units;-0.130705246575069;-0.396687805692082;-0.54845672457552;-0.657505379473883;-0.494266121732417;-0.545427942270454;-0.317053488041759;-0.374367144528517;-0.524771290277182;-0.644349436600836;-0.336139299848903;-0.343611785737272;-0.350093869733915;-0.383209837411106;-0.236927291586511;-0.285043152896331;-0.0500564834064023;-0.00826922116663753;0.127078541615835;0.139246301995619;0.253060423895115;0.167059844750449;0.124033626979141;0.212313843397765;0.198451740752117;0.218146775804843;-0.0842770036922064;-0.0387581378774014;-0.0717759268450817;-0.314675667820813
511;Cuba;CU;CUB;Comparative advantage in low carbon technology products;Index;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLA;"Trade in Low Carbon Technology Products; Comparative Advantage";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage;Not Applicable;Units;;;;;;0.00997343439983866;0.0139013746791838;0.0175890715552207;0.0433823997952646;0.0387215560192406;0.103141120651785;0.124697714862376;0.316449176023896;;;;;;;;;;0.223567519684537;0.0971354724319459;0.0703697759463243;;;;;
512;Cuba;CU;CUB;Exports of low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;;;;;;504220;833055;1058200;2171907;2332228;9109229;10919601;42039214;;;;;;;;;;20658315.17;10386000.7;7293711.5;;;;;
513;Cuba;CU;CUB;Exports of low carbon technology products as share of total exports;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;;;;;;0.0350628619459302;0.0498543832255244;0.0637274059020137;0.153638535308315;0.139232292231979;0.390685098282751;0.470644096735311;1.21877016959743;;;;;;;;;;0.9701326928643;0.442956997751631;0.314989579709661;;;;;
514;Cuba;CU;CUB;Imports of low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLM;"Trade in Low Carbon Technology Products; Imports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports;Imports;Units;;;;;;172210329;144769195;160911044;125740102;146473674;181366666;307473413;474340885;;;;;;;;;;462843714.98;418296901.57;500537441.82;;;;;
515;Cuba;CU;CUB;Imports of low carbon technology products as share of total imports;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLM;"Trade in Low Carbon Technology Products; Imports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports;Imports;Units;;;;;;5.95001918222805;2.98792206457317;3.38799146972153;2.89208403270638;2.93607529580311;2.99821732130513;3.5785948767353;5.93141205126764;;;;;;;;;;4.43753621023829;4.02686628108576;4.28646813867004;;;;;
516;Cuba;CU;CUB;Total trade in low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTL;Trade in Low Carbon Technology Products;Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products;Not Applicable;Units;;;;;;172714549;145602250;161969244;127912009;148805902;190475895;318393014;516380099;;;;;;;;;;483502030.15;428682902.27;507831153.32;;;;;
517;Cuba;CU;CUB;Trade balance in low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLB;"Trade in Low Carbon Technology Products; Trade Balance";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance;Not Applicable;Units;;;;;;-171706109;-143936140;-159852844;-123568195;-144141446;-172257437;-296553812;-432301671;;;;;;;;;;-442185399.81;-407910900.87;-493243730.32;;;;;
518;Cyprus;CY;CYP;Comparative advantage in low carbon technology products;Index;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLA;"Trade in Low Carbon Technology Products; Comparative Advantage";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage;Not Applicable;Units;;;;;0.353134971547886;0.322649071463297;0.568116715857852;0.55978575362068;0.415396547668899;0.452549111134648;0.510331638717604;0.386923410976807;1.29258172012221;2.31989960140836;1.72159401281879;1.8097786971655;2.17267476890262;1.45973383292272;0.564705931934337;0.241047983408546;0.111496232774167;0.112756358728856;0.0965385747531931;0.153485391192233;0.0804320401121677;0.0752033470165492;0.110213073936394;0.11067655432736;0.113313701859095;0.0993755156989494
519;Cyprus;CY;CYP;Exports of low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;10478050;11477688;19352054;14685834;13041713;11349426;8182980;8796245;6219283;7768810;18322875;21208824;66148297;125603569;111011060;99259810;131650182;107309096;39405506;19219555.501;14280237.927;16067215.012;12385813.988;22762718.559;17320370.907;11943352.668;17616433.854;22181869.911;20929577.408;21407159.421
