ObjectId;Country;ISO3;Indicator;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;Source
819;St. Lucia;LCA;Climate related disasters frequency, Number of Disasters: Storm;1;;;1;;;1;1;1;;;;;;1;;;;;1;;;;;1;;;1;;;1;;;;;;1;;;;;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
820;St. Lucia;LCA;Climate related disasters frequency, Number of Disasters: TOTAL;1;;;1;;;1;1;1;;;;;;1;;1;;;1;;;;;1;;;1;;;3;;;1;;;1;;;;;1;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
821;St. Vincent and the Grenadines;VCT;Climate related disasters frequency, Number of Disasters: Drought;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
822;St. Vincent and the Grenadines;VCT;Climate related disasters frequency, Number of Disasters: Flood;;;;;;;1;1;;;;;1;;;;;;;;;;;;;;;;;;;1;;1;;;1;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
823;St. Vincent and the Grenadines;VCT;Climate related disasters frequency, Number of Disasters: Storm;1;;;;;;;1;;;;;;;;;;;;1;;;1;;1;1;;;;;1;;;;;;1;;;;;1;;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
824;St. Vincent and the Grenadines;VCT;Climate related disasters frequency, Number of Disasters: TOTAL;1;;;;;;1;2;;;;;1;;;;;;;1;;;1;;1;1;;;;;2;1;;1;;;2;;;;;1;;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
825;Sudan;SDN;Climate related disasters frequency, Number of Disasters: Drought;1;;;1;;;;1;;;1;1;;;;;1;;;1;;;;;;;;;;;;1;;;;1;;;;;;;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
826;Sudan;SDN;Climate related disasters frequency, Number of Disasters: Extreme temperature;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
827;Sudan;SDN;Climate related disasters frequency, Number of Disasters: Flood;;;;2;;;;;1;;;;;1;1;;3;1;1;4;;1;1;1;;2;3;1;;1;2;;1;1;1;1;1;1;3;2;1;1;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
828;Sudan;SDN;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
829;Sudan;SDN;Climate related disasters frequency, Number of Disasters: TOTAL;1;;;3;;;;1;1;;1;1;;1;1;;4;1;2;5;;1;2;1;;2;3;1;;1;2;2;1;1;1;3;1;1;3;2;1;2;2;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
830;Sudan;SDN;Climate related disasters frequency, Number of Disasters: Wildfire;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
831;Suriname;SUR;Climate related disasters frequency, Number of Disasters: Flood;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;1;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
832;Suriname;SUR;Climate related disasters frequency, Number of Disasters: TOTAL;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;1;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
833;Sweden;SWE;Climate related disasters frequency, Number of Disasters: Extreme temperature;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
834;Sweden;SWE;Climate related disasters frequency, Number of Disasters: Flood;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
835;Sweden;SWE;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;2;;;;;;;;;1;;;1;;;1;;;;;;;;1;;;;;;;1;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
836;Sweden;SWE;Climate related disasters frequency, Number of Disasters: TOTAL;;;;;;1;;;;;2;;;;;;;;;1;;;1;;;2;;;;;;;;1;;;;;1;;1;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
837;Sweden;SWE;Climate related disasters frequency, Number of Disasters: Wildfire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
838;Switzerland;CHE;Climate related disasters frequency, Number of Disasters: Extreme temperature;;;;;;;;;;;;;;;;;;;;;;1;;1;;1;;;;;1;;2;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
839;Switzerland;CHE;Climate related disasters frequency, Number of Disasters: Flood;;;;1;;;;1;;;;;;;;;;1;;1;;;;;;1;1;1;;;;;;;;;;;;;;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
840;Switzerland;CHE;Climate related disasters frequency, Number of Disasters: Landslide;;;;;;;;;1;;;;;;;;;;;1;1;;2;;;;;;;;;;;;;;;;;;;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
841;Switzerland;CHE;Climate related disasters frequency, Number of Disasters: Storm;;;1;2;1;1;2;1;;;4;;;3;1;;;;1;1;;;1;1;;;1;2;;1;1;1;;2;1;;;;1;1;1;1;;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
842;Switzerland;CHE;Climate related disasters frequency, Number of Disasters: TOTAL;;;1;3;1;1;2;2;1;;4;;;3;1;;;1;1;3;1;1;3;2;;2;2;3;;1;2;1;2;2;1;;;;1;1;1;3;;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
843;Syrian Arab Rep.;SYR;Climate related disasters frequency, Number of Disasters: Drought;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
844;Syrian Arab Rep.;SYR;Climate related disasters frequency, Number of Disasters: Flood;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
845;Syrian Arab Rep.;SYR;Climate related disasters frequency, Number of Disasters: Landslide;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
846;Syrian Arab Rep.;SYR;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;2;;;;;;;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
847;Syrian Arab Rep.;SYR;Climate related disasters frequency, Number of Disasters: TOTAL;;;;;;;;;;;;;;;;;;;;1;;1;1;;1;;1;;1;;;;;;;2;;;;1;1;2;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
848;Syrian Arab Rep.;SYR;Climate related disasters frequency, Number of Disasters: Wildfire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
849;Taiwan Province of China;TWN;Climate related disasters frequency, Number of Disasters: Extreme temperature;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
850;Taiwan Province of China;TWN;Climate related disasters frequency, Number of Disasters: Flood;;;;;1;;;;;;;;;;;;;1;1;;;;;;;1;1;;;;;;1;;;;;1;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
851;Taiwan Province of China;TWN;Climate related disasters frequency, Number of Disasters: Landslide;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
852;Taiwan Province of China;TWN;Climate related disasters frequency, Number of Disasters: Storm;;1;;1;;;2;1;;1;2;1;1;;5;;2;1;2;;2;5;2;1;5;4;2;2;5;1;2;;2;3;2;3;3;1;1;1;1;2;1;3;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
853;Taiwan Province of China;TWN;Climate related disasters frequency, Number of Disasters: TOTAL;;1;;1;1;;3;1;;1;2;1;1;;5;;2;2;3;;2;5;2;1;5;5;3;2;5;1;2;;3;3;2;3;4;2;1;1;1;2;1;3;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
854;Tajikistan, Rep. of;TJK;Climate related disasters frequency, Number of Disasters: Drought;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
855;Tajikistan, Rep. of;TJK;Climate related disasters frequency, Number of Disasters: Extreme temperature;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;1;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
856;Tajikistan, Rep. of;TJK;Climate related disasters frequency, Number of Disasters: Flood;;;;;;;;;;;;;1;;1;;1;;2;1;;1;4;1;1;2;;2;;1;2;1;1;;2;2;1;1;1;1;1;1;;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
857;Tajikistan, Rep. of;TJK;Climate related disasters frequency, Number of Disasters: Landslide;;;;;;;;;;;;;1;1;;;;1;1;;;1;;2;;1;2;1;;;;;;;;1;;1;;;;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
858;Tajikistan, Rep. of;TJK;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
859;Tajikistan, Rep. of;TJK;Climate related disasters frequency, Number of Disasters: TOTAL;;;;;;;;;;;;;2;1;1;;1;1;3;2;1;3;4;3;1;3;2;3;2;1;2;1;2;1;2;3;1;2;1;1;1;2;;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
860;Tanzania, United Rep. of;TZA;Climate related disasters frequency, Number of Disasters: Drought;;;;;1;;;;1;;1;;;;;;1;;;;;;;1;1;;1;;;;;1;;;;;;;;;;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
861;Tanzania, United Rep. of;TZA;Climate related disasters frequency, Number of Disasters: Flood;;;1;;;;1;;1;1;2;;;2;1;2;;2;2;;1;1;1;1;;1;2;;2;2;;3;1;;2;1;3;1;1;4;4;1;1;3;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
862;Tanzania, United Rep. of;TZA;Climate related disasters frequency, Number of Disasters: Landslide;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
863;Tanzania, United Rep. of;TZA;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;2;1;;;;;;1;;;;1;;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
864;Tanzania, United Rep. of;TZA;Climate related disasters frequency, Number of Disasters: TOTAL;;;1;;1;;1;;2;1;3;;;2;2;2;1;3;2;;1;2;1;2;1;1;3;;4;3;;4;1;;2;2;3;1;1;5;4;3;1;3;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
865;Tanzania, United Rep. of;TZA;Climate related disasters frequency, Number of Disasters: Wildfire;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
866;Thailand;THA;Climate related disasters frequency, Number of Disasters: Drought;;;;;;;;;;;;1;;1;;;;;;1;;;1;;;1;;;1;;1;1;1;;1;1;;;;1;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
867;Thailand;THA;Climate related disasters frequency, Number of Disasters: Extreme temperature;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
868;Thailand;THA;Climate related disasters frequency, Number of Disasters: Flood;1;;;1;2;1;1;1;1;;;2;;3;3;1;1;1;;6;4;5;2;3;3;2;3;5;3;1;1;2;1;3;4;;3;4;;1;3;5;9;2;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
869;Thailand;THA;Climate related disasters frequency, Number of Disasters: Landslide;;;;;;;;;;;;;;;1;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
870;Thailand;THA;Climate related disasters frequency, Number of Disasters: Storm;;2;;;;;;;;1;1;1;4;2;3;1;1;2;;;1;1;2;1;2;2;;;2;;;1;;;1;1;;2;;1;4;1;2;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
871;Thailand;THA;Climate related disasters frequency, Number of Disasters: TOTAL;1;2;;1;2;1;1;1;1;1;1;4;4;6;7;2;2;3;;7;5;6;6;4;6;6;3;5;6;1;2;4;2;3;7;2;4;6;;3;7;6;11;3;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
872;Thailand;THA;Climate related disasters frequency, Number of Disasters: Wildfire;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
873;Timor-Leste, Dem. Rep. of;TLS;Climate related disasters frequency, Number of Disasters: Drought;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
874;Timor-Leste, Dem. Rep. of;TLS;Climate related disasters frequency, Number of Disasters: Flood;;;;;;;;;;;;;;;;;;;;;;1;;2;;;;2;;;;;;;;;;;;;1;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
875;Timor-Leste, Dem. Rep. of;TLS;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
876;Timor-Leste, Dem. Rep. of;TLS;Climate related disasters frequency, Number of Disasters: TOTAL;;;;;;;;;;;;;;;;;;;;;;1;;2;;;1;3;;;;;;;;;1;;;;1;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
877;Togo;TGO;Climate related disasters frequency, Number of Disasters: Drought;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
878;Togo;TGO;Climate related disasters frequency, Number of Disasters: Flood;;;;;;;;;;;;;;;1;2;;;1;1;;;;;;;1;1;1;1;2;;;;;;;1;;;1;;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
879;Togo;TGO;Climate related disasters frequency, Number of Disasters: TOTAL;1;;;;;;;;;1;;;;;1;2;;;1;1;;;;;;;1;1;1;1;2;;;;;;;1;;;1;;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
880;Tokelau;TKL;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;1;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
881;Tokelau;TKL;Climate related disasters frequency, Number of Disasters: TOTAL;;;;;;;;1;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
882;Tonga;TON;Climate related disasters frequency, Number of Disasters: Drought;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
883;Tonga;TON;Climate related disasters frequency, Number of Disasters: Storm;;;2;;;;;;;;1;;;;;;;1;2;;;1;;;1;;;;;;;1;;;1;;3;;1;;1;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
884;Tonga;TON;Climate related disasters frequency, Number of Disasters: TOTAL;;;2;;;;;;;;1;;;;;;;1;2;;;1;;;1;;;;;;;1;;;1;1;3;;1;;1;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
885;Trinidad and Tobago;TTO;Climate related disasters frequency, Number of Disasters: Drought;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
886;Trinidad and Tobago;TTO;Climate related disasters frequency, Number of Disasters: Flood;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
887;Trinidad and Tobago;TTO;Climate related disasters frequency, Number of Disasters: Landslide;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
888;Trinidad and Tobago;TTO;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;1;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
889;Trinidad and Tobago;TTO;Climate related disasters frequency, Number of Disasters: TOTAL;;;;;;;;;;;1;;;1;;;1;;;;;;;;2;1;;;;;1;;;;;;;;1;;;;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
890;Tunisia;TUN;Climate related disasters frequency, Number of Disasters: Drought;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
891;Tunisia;TUN;Climate related disasters frequency, Number of Disasters: Flood;;;1;;;;1;;;;1;;;;;;;;;;;;;2;;;;2;;1;;;;;;;;;2;;1;1;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
892;Tunisia;TUN;Climate related disasters frequency, Number of Disasters: TOTAL;;;1;;;;1;;1;;1;;;;;;;;;;;;;2;;;;2;;1;;;;;;;;1;2;;1;2;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
