ObjectId;Country;ISO3;Indicator;CTS Name;Unit;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
856;Luxembourg;LUX;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;50057000;49471000;52040000;52292000;61278000;65514000;78299000;77458000;89058000;77671000;100598000;98569000;119380000;132360000;144052000;125430000;145407000;156343000;164667000;176616000;179413000;198686000;237120000;272976000;260344000;282993000;285426000;
857;Luxembourg;LUX;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;0,333291682;0,315075268;0,31884038;0,302095065;0,309996814;0,285016967;0,327886633;0,309695734;0,339563507;0,275532647;0,332213823;0,288424287;0,317147427;0,330820603;0,368884553;0,295806635;0,328059219;0,336032171;0,335408243;0,341014804;0,331372455;0,353482861;0,40764121;0,452230038;0,415194541;0,440653554;0,389322567;
858;Madagascar, Rep. of;MDG;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;;0;;;;;;;;;;;;;;;;;;;;;
859;Madagascar, Rep. of;MDG;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;;0;;;;;;;;;;;;;;;;;;;;;
860;Madagascar, Rep. of;MDG;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;;0;33740000000;;;;;;;;;;;;;;;;;;;;
861;Madagascar, Rep. of;MDG;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;;0;0,461400581;;;;;;;;;;;;;;;;;;;;
862;Madagascar, Rep. of;MDG;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;;0;;;;;;;;;;;;;;;;;;;;;
863;Madagascar, Rep. of;MDG;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;;0;;;;;;;;;;;;;;;;;;;;;
864;Madagascar, Rep. of;MDG;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;;0;;;;;;;;;;;;;;;;;;;;;
865;Madagascar, Rep. of;MDG;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;;0;;;;;;;;;;;;;;;;;;;;;
866;Madagascar, Rep. of;MDG;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;;0;;;;;;;;;;;;;;;;;;;;;
867;Madagascar, Rep. of;MDG;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;;0;;;;;;;;;;;;;;;;;;;;;
868;Madagascar, Rep. of;MDG;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;;0;;;;;;;;;;;;;;;;;;;;;
869;Madagascar, Rep. of;MDG;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;;0;;;;;;;;;;;;;;;;;;;;;
870;Madagascar, Rep. of;MDG;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;;0;;;;;;;;;;;;;;;;;;;;;
871;Madagascar, Rep. of;MDG;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;;0;;;;;;;;;;;;;;;;;;;;;
872;Malaysia;MYS;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;;;1858650000;1494694532;1438000000;
873;Malaysia;MYS;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;;0,122866617;0,105408641;0,093052029;
874;Maldives;MDV;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
875;Maldives;MDV;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
876;Maldives;MDV;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;0;0;0;0;0;44600000;70600000;142000000;95600000;95100000;;;;;;;;;;;;;
877;Maldives;MDV;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;0;0;0;0;0;0,299509492;0,350153862;0,593761947;0,328781394;0,316791188;;;;;;;;;;;;;
878;Maldives;MDV;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
879;Maldives;MDV;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
880;Maldives;MDV;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
881;Maldives;MDV;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
882;Maldives;MDV;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
883;Maldives;MDV;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
884;Maldives;MDV;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
885;Maldives;MDV;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
886;Maldives;MDV;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
887;Maldives;MDV;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
888;Malta;MLT;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;;2247000;3435000;12227000;11489000;13389000;13026000;13761000;14710000;14140000;17785000;17515000;16880000;18036000;18400000;18209000;19100000;22697000;28379000;41860000;38962000;43457000;
889;Malta;MLT;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;;0,052428499;0,076069659;0,255393082;0,234682566;0,259514313;0,24108815;0,237657024;0,23702788;0,22589144;0,260937668;0,252938871;0,22920893;0,227029415;0,21025921;0,182149927;0,181194995;0,190079232;0,219059073;0,29798029;0,298014671;0,296002075;
890;Malta;MLT;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;37057000;43225000;35520000;36324000;34432000;30969000;42675000;40226000;63645000;65470000;74892000;82522000;94276000;97636000;97896000;130497000;93699000;108650000;110671000;131503000;186686000;109619000;113292000;174836000;170786000;186337000;194669000;
891;Malta;MLT;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;1,333498352;1,493859881;1,132812799;1,086491817;0,960970747;0,745639421;0,995721489;0,89082332;1,329393369;1,337337242;1,451605494;1,527335817;1,628177719;1,573246368;1,563922805;1,914623719;1,353132702;1,475328809;1,393078976;1,502702002;1,867474399;1,039916973;0,948779857;1,349568771;1,215739652;1,42526461;1,325964239;
892;Malta;MLT;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;;1571000;1322000;8486000;1866000;3959000;2103000;1457000;5291000;3460000;6023000;8678000;6922000;3859000;3363000;3510000;7646000;7007000;16262000;10006000;8287000;19727000;
893;Malta;MLT;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;;0,036655617;0,0292763;0,177252449;0,038116256;0,076735915;0,038922799;0,025162872;0,085255915;0,055274709;0,088368151;0,125321354;0,093991956;0,048575433;0,038429441;0,035111552;0,072534918;0,058681111;0,125527279;0,071227682;0,063386058;0,134368063;
894;Malta;MLT;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;;0;0;0;0;0;27000;82000;18000;25000;66000;93000;169000;32000;44000;152000;12000;32000;121000;37000;61000;31000;
895;Malta;MLT;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;;0;0;0;0;0;0,000499722;0,001416167;0,000290041;0,000399384;0,000968338;0,001343038;0,002294805;0,000402802;0,000502794;0,0015205;0,00011384;0,000267989;0,000934006;0,000263384;0,00046658;0,000211153;
896;Malta;MLT;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;;2656000;255000;22000;31000;17000;558000;277000;200000;233000;310000;4024000;5616000;4357000;8026000;8184000;1933000;2200000;3515000;6354000;11213000;21235000;
897;Malta;MLT;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;;0,061971559;0,005647093;0,000459528;0,000633228;0,000329505;0,01032759;0,004783882;0,003222677;0,003722256;0,004548253;0,058111677;0,076258137;0,054844043;0,091714153;0,081866934;0,018337692;0,018424211;0,02713248;0,045230931;0,085766606;0,144639622;
898;Malta;MLT;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;;18329000;18543000;23371000;35817000;37712000;46910000;53771000;56866000;37208000;48752000;44795000;51679000;52860000;65265000;104248000;60773000;60412000;72154000;93629000;106834000;91707000;
899;Malta;MLT;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;;0,427664421;0,410643286;0,488164859;0,731623767;0,730958532;0,868220876;0,928642965;0,916303699;0,5944108;0,715278784;0,646896758;0,70173509;0,665378958;0,745791702;1,042823089;0,576532118;0,505928827;0,556960724;0,666497768;0,817157727;0,624651087;
900;Malta;MLT;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;;17872000;16670000;19539000;16268000;19816000;19897000;24929000;20551000;42830000;57560000;18594000;27385000;31527000;36406000;52383000;20156000;20944000;54404000;18899000;20980000;18513000;
901;Malta;MLT;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;;0,417001393;0,369164837;0,408123451;0,332301852;0,384086611;0,368258171;0,43053208;0,331146156;0,684224215;0,844507853;0,268521003;0,371853469;0,396848324;0,41601613;0,524002397;0,191212897;0,175398486;0,41994749;0,134532477;0,160472968;0,12609905;
902;Marshall Islands, Rep. of the;MHL;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;;;;;;;;;417256;395801;736405;728691;739595;720312;736406;727855;728217;1265127;752112,3047;2616419,102;;;
903;Marshall Islands, Rep. of the;MHL;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;;;;;;;;;0,274730112;0,264293169;0,459191347;0,423203651;0,40967651;0,389726472;0,404320176;0,396030038;0,361429764;0,597029641;0,339417818;1,092622854;;;
904;Marshall Islands, Rep. of the;MHL;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;;;;;;;;;3510185,45;3385446,85;3998467,35;3776184,65;3912533;4210310,55;4468225,15;4892229,7;5349567,55;7298502,4;7125631,785;9374003,105;;;
905;Marshall Islands, Rep. of the;MHL;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;;;;;;;;;2,311179811;2,260606916;2,493276942;2,193103976;2,167230532;2,277998253;2,453257547;2,661889959;2,655105463;3,444256799;3,215698475;3,914606044;;;
906;Marshall Islands, Rep. of the;MHL;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;;;;;;;;;3092929,45;2989645,85;3262062,35;3047493,65;3172938;3489998,55;3731819,15;4033696,7;4340672,55;5773441,4;6277003,35;6636910,6;;;
907;Marshall Islands, Rep. of the;MHL;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;;;;;;;;;2,036449699;1,996313747;2,034085596;1,769900325;1,757554022;1,888271781;2,048937371;2,194757279;2,15436917;2,724560972;2,83272427;2,771589689;;;
908;Marshall Islands, Rep. of the;MHL;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;
909;Marshall Islands, Rep. of the;MHL;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;
910;Marshall Islands, Rep. of the;MHL;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;
911;Marshall Islands, Rep. of the;MHL;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;
912;Marshall Islands, Rep. of the;MHL;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;;;;;;;;;0;0;0;0;0;0;0;130678;280678;259934;96516,13033;120673,4034;;;
913;Marshall Islands, Rep. of the;MHL;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;;;;;;;;;0;0;0;0;0;0;0;0,071102642;0,13930653;0,122666185;0,043556387;0,050393501;;;
914;Marshall Islands, Rep. of the;MHL;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;
915;Marshall Islands, Rep. of the;MHL;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;
916;Mauritius;MUS;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;;345878941,1;312106591,8;263063849,6;295100000;
917;Mauritius;MUS;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;0,071870053;0,062640057;0,061221206;0,063893821;
918;Mauritius;MUS;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;;;1456300000;1832000000;1897400000;2210500000;2573700000;2676900000;555800000;2436500000;2956400000;2924200000;3146200000;2051700000;2123200000;1151600000;2660671000;2508440000;2460844846;4045774978;323638404,4;3866500000;
919;Mauritius;MUS;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;;;0,96150095;1,081097214;1,004460477;1,106103991;1,154798762;1,048896795;0,195529351;0,835115645;0,960004156;0,884387277;0,897263321;0,550944288;0,541547;0,28095137;0,611979115;0,548651468;0,511338008;0,811990466;0,075318344;0,837158446;
920;Mauritius;MUS;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;;68135834,37;1666554834;-2026659532;91900000;
921;Mauritius;MUS;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;0,014157919;0,334478967;-0,471651811;0,019897805;
922;Mauritius;MUS;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;
923;Mauritius;MUS;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;
924;Mauritius;MUS;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;;194861897,3;170924723,2;134104968;1670300000;
925;Mauritius;MUS;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;0,040490279;0,034304737;0,031209411;0,361646386;
926;Mauritius;MUS;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;;1850823022;1895032709;1844792698;1788100000;
927;Mauritius;MUS;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;0,384581807;0,38033467;0,429327079;0,387151951;
928;Mauritius;MUS;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;;1145150,821;1156119,985;108336420,2;21100000;
929;Mauritius;MUS;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;0,00023795;0,000232034;0,025212458;0,004568484;
930;Micronesia, Federated States of;FSM;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;
931;Micronesia, Federated States of;FSM;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;
932;Micronesia, Federated States of;FSM;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;;;;;;;;;638259,4483;616271,9908;658872,1511;629725,3102;733230,4889;494371,6737;663653,579;1732061,793;662667,2137;530290,2137;1996881,957;2091013,782;1710817,685;;
933;Micronesia, Federated States of;FSM;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;;;;;;;;;0,242610777;0,219873679;0,221884221;0,202287877;0,22405913;0,155847828;0,207865185;0,547272293;0,19943927;0,144624548;0,4968205;0,506439602;0,420013642;;
934;Micronesia, Federated States of;FSM;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;;;;;;;;;638259,4483;616271,9908;658872,1511;629725,3102;733230,4889;494371,6737;663653,579;1732061,793;662667,2137;530290,2137;1996881,957;2091013,782;1710817,685;;
935;Micronesia, Federated States of;FSM;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;;;;;;;;;0,242610777;0,219873679;0,221884221;0,202287877;0,22405913;0,155847828;0,207865185;0,547272293;0,19943927;0,144624548;0,4968205;0,506439602;0,420013642;;
936;Micronesia, Federated States of;FSM;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;
937;Micronesia, Federated States of;FSM;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;
938;Micronesia, Federated States of;FSM;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;
939;Micronesia, Federated States of;FSM;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;
940;Micronesia, Federated States of;FSM;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;
941;Micronesia, Federated States of;FSM;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;
942;Micronesia, Federated States of;FSM;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;
943;Micronesia, Federated States of;FSM;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;
944;Moldova, Rep. of;MDA;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;;;;;;;;;;;;;;0;0;0;1300000;200000;0;0;700000;1400000;
945;Moldova, Rep. of;MDA;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;;;;;;;;;;;;;;0;0;0;0,000808384;0,000113632;0;0;0,000350467;0,000578822;
946;Moldova, Rep. of;MDA;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;;;21000000;35600000;49400000;54200000;108600000;130400000;93900000;126000000;127600000;220500000;291100000;390700000;578800000;450000000;172600000;146700000;115400000;165000000;253700000;309400000;
947;Moldova, Rep. of;MDA;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;;;0,0931022;0,128897157;0,154221853;0,143950357;0,242657884;0,244059605;0,149233462;0,208506389;0,147898513;0,223239566;0,275976007;0,326855699;0,433617705;0,30874014;0,107328588;0,083348819;0,061037976;0,07999758;0,127019136;0,127919682;
948;Moldova, Rep. of;MDA;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;;;;;;;;;;;;;;57300000;35000000;39100000;85500000;40200000;30000000;48800000;59700000;64800000;
949;Moldova, Rep. of;MDA;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;;;;;;;;;;;;;;0,047936605;0,026220836;0,026826088;0,053166826;0,022839963;0,015867758;0,02365989;0,029889801;0,026791194;
950;Moldova, Rep. of;MDA;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;;;;;;;;;;;;;;0;0;0;300000;0;0;0;79400000;93500000;
951;Moldova, Rep. of;MDA;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;;;;;;;;;;;;;;0;0;0;0,00018655;0;0;0;0,039752934;0,038657047;
952;Moldova, Rep. of;MDA;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;;;;;;;;;;;;;;0;488900000;370000000;69700000;79800000;60900000;92900000;80100000;102900000;
953;Moldova, Rep. of;MDA;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;;;;;;;;;;;;;;0;0,366267616;0,253853004;0,043341846;0,04533903;0,032211549;0,045041062;0,040103401;0,042543424;
954;Moldova, Rep. of;MDA;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;;;;;;;;;;;;;;316200000;0;0;15800000;26500000;24500000;23300000;33800000;46800000;
955;Moldova, Rep. of;MDA;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;;;;;;;;;;;;;;0,264529747;0;0;0,009824981;0,015056194;0,012958669;0,011296628;0,016922534;0,019349196;
956;Moldova, Rep. of;MDA;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;;;;;;;;;;;;;;17200000;54900000;40900000;0;0;0;0;0;0;
957;Moldova, Rep. of;MDA;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;;;;;;;;;;;;;;0,014389347;0,041129254;0,028061048;0;0;0;0;0;0;
958;Mongolia;MNG;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;;0;;;;;;;;;0;;0;;;;5547830714;11719366685;12721628535;15634728045;2830255415;15893778962;
959;Mongolia;MNG;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;;0;;;;;;;;;0;;0;;;;0,023182279;0,041838877;0,039044205;0,041318837;0,007556763;0,036490879;
960;Mongolia;MNG;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;;0;1471467600;;;;;;;;0;;0;;;;42843969790;50694278762;92178252232;1,18E+11;1,82E+11;2,00E+11;
961;Mongolia;MNG;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;;0;0,094896053;;;;;;;;0;;0;;;;0,179028693;0,180981767;0,282906121;0,312593049;0,485315462;0,460149841;
962;Mongolia;MNG;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;;0;;;;;;;;;0;;0;;;;33032473810;34429916566;53176674786;65995806194;29461387205;76494906119;
963;Mongolia;MNG;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;;0;;;;;;;;;0;;0;;;;0,138030174;0,12291697;0,163205598;0,174411092;0,078661711;0,175626346;
964;Mongolia;MNG;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;;0;;;;;;;;;0;;0;;;;0;0;0;466901984;53106586988;1280000;
965;Mongolia;MNG;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;;0;;;;;;;;;0;;0;;;;0;0;0;0,00123391;0,141794239;2,94E-06;
966;Mongolia;MNG;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;;0;;;;;;;;;0;;0;;;;4263665267;4544995511;26279948911;31403135616;31794372572;1,01E+11;
967;Mongolia;MNG;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;;0;;;;;;;;;0;;0;;;;0,017816239;0,01622592;0,080656318;0,082990958;0,084890767;0,232996295;
968;Mongolia;MNG;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;;0;;;;;;;;;0;;0;;;;0;0;0;572646728;5267059759;1084945973;
969;Mongolia;MNG;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;;0;;;;;;;;;0;;0;;;;0;0;0;0,001513368;0,014063015;0,002490951;
970;Mongolia;MNG;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;;0;;;;;;;;;0;;0;;;;0;0;0;4209569722;59306874638;5462916391;
971;Mongolia;MNG;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;;0;;;;;;;;;0;;0;;;;0;0;0;0,011124883;0,158348967;0,012542431;
972;Myanmar;MMR;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;;0;;;;
973;Myanmar;MMR;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;0;;;;
974;Myanmar;MMR;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;;;;;;;;;;;;;4741226000;24488523000;6578345000;8072201000;41497215000;5457010000;26917441000;37418886000;;;
975;Myanmar;MMR;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;;;;;;;;;;;;;0,009718898;0,044821679;0,010672745;0,011700867;0,0559143;0,006598559;0,029009316;0,035633118;;;
976;Myanmar;MMR;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;;26917441000;37418886000;;;
977;Myanmar;MMR;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;0,029009316;0,035633118;;;
978;Myanmar;MMR;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;;0;;;;
979;Myanmar;MMR;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;0;;;;
980;Myanmar;MMR;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;;0;;;;
