ObjectId;Country;ISO3;Indicator;CTS Name;Unit;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
981;Myanmar;MMR;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;0;;;;
982;Myanmar;MMR;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;;0;;;;
983;Myanmar;MMR;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;0;;;;
984;Myanmar;MMR;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;;0;;;;
985;Myanmar;MMR;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;0;;;;
986;Namibia;NAM;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;0;0;0;0;0;0;0;0;123489474,9;145485628,2;130952263,3;221805474,3;219175444;271824000;304892753;336227659;0;0;0;0;0;195606113,6;
987;Namibia;NAM;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;0;0;0;0;0;0;0;0;0,176135475;0,193428456;0,158539407;0,246156334;0,205098315;0,231490981;0,226121225;0,230263504;0;0;0;0;0;0,107514519;
988;Namibia;NAM;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;0;0;0;0;0;0;0;0;212382857,9;294543473,3;318924637,5;750042959;518111908;637900000;590463287;544768105;494747155;383450923,3;383450923,3;430553315,4;509943592,8;378222805,2;
989;Namibia;NAM;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;0;0;0;0;0;0;0;0;0,302925862;0,391606304;0,386111103;0,832386242;0,484834785;0,543248928;0,437912283;0,373081183;0,313711526;0,223495305;0,211772897;0,237598051;0,292721416;0,207889428;
990;Namibia;NAM;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;0;0;0;0;0;0;0;0;88893382,98;149057845;187972374,2;528237484,7;298936464;366076000;285570534;208540446;494747155;383450923,3;383450923,3;430553315,4;509943592,8;158356225,7;
991;Namibia;NAM;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;0;0;0;0;0;0;0;0;0,126790387;0,198177848;0,227571696;0,586229908;0,27973647;0,311757948;0,211791058;0,142817679;0,313711526;0,223495305;0,211772897;0,237598051;0,292721416;0,087040191;
992;Namibia;NAM;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24260465,91;
993;Namibia;NAM;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,013334718;
994;Namibia;NAM;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
995;Namibia;NAM;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
996;Namibia;NAM;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
997;Namibia;NAM;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
998;Namibia;NAM;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
999;Namibia;NAM;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1000;Nauru, Rep. of;NRU;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;
1001;Nauru, Rep. of;NRU;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;
1002;Nauru, Rep. of;NRU;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;;;;;;;;;;;;;;;312436,2;365143,6;279641,472;877874,262;2938488;;;;
1003;Nauru, Rep. of;NRU;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;;;;;;;;;;;;;;;0,272979874;0,350030676;0,203385005;0,603985781;1,836564323;;;;
1004;Nauru, Rep. of;NRU;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;;;;;;;;;;;;;;;312436,2;365143,6;279641,472;877874,262;2895001,4;;;;
1005;Nauru, Rep. of;NRU;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;;;;;;;;;;;;;;;0,272979874;0,350030676;0,203385005;0,603985781;1,80938506;;;;
1006;Nauru, Rep. of;NRU;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;
1007;Nauru, Rep. of;NRU;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;
1008;Nauru, Rep. of;NRU;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;
1009;Nauru, Rep. of;NRU;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;
1010;Nauru, Rep. of;NRU;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;;;;;;;;;;;;;;;0;0;0;0;43486,6;;;;
1011;Nauru, Rep. of;NRU;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;;;;;;;;;;;;;;;0;0;0;0;0,027179263;;;;
1012;Nauru, Rep. of;NRU;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;
1013;Nauru, Rep. of;NRU;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;
1014;Nepal;NPL;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;0;1750000;12884899,7;
1015;Nepal;NPL;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;0;4,50E-05;0,000301239;
1016;Nepal;NPL;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;0;0;0;0;0;0;0;0;0;0;1604786000;1311647000;917100000;621044000;2002137000;7542441838;11743403868;5792500000;10011235013;10566898000;8429030000;5375900939;
1017;Nepal;NPL;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;0;0;0;0;0;0;0;0;0;0;0,11796783;0,084133222;0,052155986;0,031859932;0,089680373;0,311203255;0,450252049;0,188242678;0,28968119;0,273829712;0,21675681;0,125684394;
1018;Nepal;NPL;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;4624100000;4520410013;6589386000;6148140000;4757746073;
1019;Nepal;NPL;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;0,150272416;0,13080082;0,170756798;0,158102559;0,111232413;
1020;Nepal;NPL;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;24600000;24790000;18008000;15580000;101988648,1;
1021;Nepal;NPL;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;0,000799442;0,000717314;0,000466658;0,000400648;0,002384415;
1022;Nepal;NPL;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;0;0;0;
1023;Nepal;NPL;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;0;0;0;
1024;Nepal;NPL;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;513800000;513993000;2224000;0;0;
1025;Nepal;NPL;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;0,016697296;0,014872701;5,76E-05;0;0;
1026;Nepal;NPL;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;630000000;4952042000;3957280000;2263560000;503281318,5;
1027;Nepal;NPL;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;0,020473524;0,143290355;0,102548623;0,058208601;0,011766327;
1028;Netherlands, The;NLD;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;479000000;410000000;411000000;533000000;472000000;612000000;692000000;823000000;625000000;571000000;623000000;709000000;656000000;823000000;1038000000;941000000;787000000;775000000;821000000;620000000;664000000;845000000;833000000;1011000000;1090000000;1074000000;1081000000;
1029;Netherlands, The;NLD;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;0,145351042;0,118969895;0,111368231;0,135177976;0,112525896;0,135396133;0,143603919;0,164226549;0,121877498;0,107881183;0,113091165;0,121290711;0,105948286;0,127163557;0,166121996;0,147218263;0,121010088;0,118689181;0,124306736;0,092322354;0,096230768;0,1192935;0,112850303;0,130622349;0,134062271;0,134834846;0,126232548;
1030;Netherlands, The;NLD;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;5381000000;5538000000;5771000000;5914000000;6199000000;6777000000;7089000000;7868000000;8368000000;8551000000;8689000000;9219000000;9671000000;10196000000;10874000000;10425000000;10327000000;10097000000;10138000000;9559000000;9320000000;9827000000;9973000000;10649000000;11106000000;11838000000;11938000000;
1031;Netherlands, The;NLD;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;1,632847515;1,606964091;1,563761699;1,499892213;1,477856;1,499313064;1,471110087;1,570029752;1,631793452;1,615572677;1,577285921;1,57712139;1,56192968;1,575406599;1,740279943;1,630978102;1,587892226;1,546328599;1,534983792;1,423402228;1,350708977;1,387333995;1,351087725;1,375862902;1,365959252;1,486196377;1,394046401;
1032;Netherlands, The;NLD;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;120000000;123000000;128000000;130000000;132000000;134000000;143000000;199000000;181000000;179000000;141000000;150000000;169000000;164000000;239000000;175000000;190000000;169000000;132000000;118000000;121000000;161000000;159000000;158000000;166000000;200000000;229000000;
1033;Netherlands, The;NLD;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;0,036413622;0,035690968;0,034684023;0,032970238;0,031469107;0,029645559;0,029675376;0,0397097;0,035295724;0,033819145;0,025595272;0,02566094;0,027294604;0,025340004;0,03824967;0,027378529;0,029214634;0,025881899;0,01998598;0,017571029;0,017536029;0,022729294;0,021540454;0,02041378;0,020416823;0,02510891;0,026741215;
1034;Netherlands, The;NLD;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;58000000;59000000;62000000;64000000;62000000;58000000;58000000;85000000;89000000;78000000;91000000;95000000;101000000;101000000;118000000;105000000;118000000;110000000;98000000;90000000;83000000;113000000;124000000;157000000;226000000;257000000;293000000;
1035;Netherlands, The;NLD;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;0,017599917;0,017120058;0,016800074;0,016231502;0,014780944;0,01283166;0,012036167;0,01696143;0,017355356;0,014736834;0,016518934;0,016251929;0,01631216;0,015605734;0,018884774;0,016427118;0,018143825;0,016846206;0,014838076;0,013401632;0,012028846;0,015952859;0,016798845;0,020284578;0,027796398;0,032264949;0,034214742;
1036;Netherlands, The;NLD;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;904000000;940000000;945000000;943000000;964000000;1083000000;1166000000;1361000000;1485000000;1533000000;1447000000;1510000000;1750000000;1789000000;1923000000;1734000000;1749000000;1631000000;1641000000;1605000000;1510000000;1500000000;1695000000;1739000000;1992000000;2312000000;2236000000;
1037;Netherlands, The;NLD;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;0,274315955;0,272760247;0,25606564;0,239161034;0,229819839;0,239598059;0,241968453;0,271582422;0,289580936;0,289635471;0,262669206;0,258320132;0,282636433;0,276422362;0,307757801;0,271282113;0,268928392;0,249783297;0,248462064;0,238995771;0,218838042;0,21176361;0,229629369;0,224680776;0,245001876;0,290258998;0,261106362;
1038;Netherlands, The;NLD;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;2151000000;2238000000;2437000000;2455000000;2670000000;2861000000;2998000000;3197000000;3475000000;3550000000;3531000000;3743000000;3770000000;3812000000;3823000000;3896000000;3844000000;3882000000;3842000000;3937000000;4026000000;4419000000;4439000000;4725000000;4608000000;4782000000;4924000000;
1039;Netherlands, The;NLD;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;0,65271418;0,649401523;0,660351284;0,622630264;0,636534202;0,632954799;0,622145301;0,637949303;0,677638892;0,670714888;0,64097095;0,640325997;0,608879629;0,589000584;0,611834672;0,609524286;0,591058169;0,594517938;0,581713132;0,586246947;0,583471496;0,623855594;0,601371544;0,61047537;0,566751327;0,600354036;0,574994512;
1040;Netherlands, The;NLD;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;1669000000;1768000000;1788000000;1789000000;1899000000;2029000000;2032000000;2203000000;2513000000;2640000000;2856000000;3012000000;3225000000;3507000000;3733000000;3574000000;3639000000;3530000000;3604000000;3189000000;2916000000;2789000000;2723000000;2859000000;3024000000;3213000000;3175000000;
1041;Netherlands, The;NLD;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;0,506452797;0,5130214;0,484492448;0,453721199;0,452726011;0,448886854;0,421680871;0,439600349;0,490045046;0,498785156;0,518440395;0,515271681;0,520858569;0,541874357;0,597431031;0,559147792;0,559537117;0,540610078;0,545677805;0,474864495;0,422603796;0,393739138;0,36889721;0,369386049;0,371930558;0,403374637;0,370757022;
1042;New Zealand;NZL;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;;;;;;;;;;;;;;;;711793000;755939000;731806000;896124000;822233000;1022151000;;
1043;New Zealand;NZL;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;;;;;;;;;;;;;;;;0,282867248;0,283414065;0,255555439;0,296231505;0,257122173;0,316251764;;
1044;New Zealand;NZL;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;;;;;;;;;;2147620000;2281470000;1968140000;2223470000;2462140000;2490940000;2523150000;2469520000;2488200000;2666500000;2815620000;2926590000;3156516968;
1045;New Zealand;NZL;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;;;;;;;;;;1,119333285;1,132063394;0,932705887;1,029746577;1,079516657;1,034005529;1,002511095;0,926232091;0,868751549;0,881155531;0,879609121;0,902878386;0,901681243;
1046;New Zealand;NZL;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;;;;;;;;;;;;;;;;143227000;151710000;152238000;163881000;177703000;209298000;;
1047;New Zealand;NZL;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;;;;;;;;;;;;;;;;0,056918553;0,056878595;0,053163337;0,054174104;0,055569871;0,064756442;;
1048;New Zealand;NZL;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;;;;;;;;;;;;;;;;60550000;60295000;64788000;67955000;73175000;77087000;;
1049;New Zealand;NZL;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;;;;;;;;;;;;;;;;0,02406263;0,022605595;0,022624747;0,022463869;0,022882705;0,023850585;;
1050;New Zealand;NZL;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;;;;;;;;;;;;;;;;98928000;130187000;115105000;126848000;129797000;126224000;;
1051;New Zealand;NZL;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;;;;;;;;;;;;;;;;0,039314086;0,048809265;0,040196048;0,041932114;0,040589087;0,039053489;;
1052;New Zealand;NZL;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;;;;;;;;;;;;;;;;1508650000;1371391000;1424265000;1403800000;1628108000;1744722000;;
1053;New Zealand;NZL;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;;;;;;;;;;;;;;;;0,599539015;0,514157225;0,497370434;0,464053843;0,509129003;0,53981399;;
1054;New Zealand;NZL;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;
